x,y,obs
203,359,7.01
201,44,3.17
200,124,9.75
201,174,3.05
200,225,25.83
202,225,12.19
200,225,22.86
201,225,34.07
200,230,5.79
201,233,14.69
200,273,12.19
203,287,10.67
202,316,22.19
203,319,10.67
203,320,8.53
201,326,3.05
200,328,4.33
200,328,7.83
202,333,3.35
202,333,1.83
200,340,27.74
203,353,9.14
203,367,8.84
203,368,1.22
204,369,4.57
204,67,2.44
202,102,12.19
205,109,4.27
205,109,8.53
205,109,3.35
201,125,14.31
203,147,9.14
202,144,44.2
201,165,4.57
202,177,16.76
201,183,7.79
201,206,15.24
201,220,7.99
202,225,3.97
203,230,8.21
204,259,16.46
202,284,19.81
203,298,2.99
203,299,3.44
205,303,13.31
202,308,2.7
201,312,18.94
201,312,13.58
205,317,16.76
202,320,12.57
203,319,9.14
201,324,4.57
203,320,7.84
201,335,2.55
201,346,14.87
204,348,9.14
203,352,5.18
202,352,15.24
203,353,14.13
204,23,5.06
204,67,4.57
203,81,3.35
205,101,6.71
205,109,3.35
205,109,4.27
206,122,41.15
203,134,41.98
203,155,0.3
204,159,30.48
204,201,15.24
202,212,7.62
202,225,12.56
204,232,15.36
204,283,16.24
203,291,2.74
203,291,3.05
203,298,2.14
202,299,6.1
202,301,9.74
202,308,3.61
203,307,14.63
204,316,21.15
206,317,16.27
205,313,10.15
204,323,2.44
204,319,6.4
202,335,9.47
205,343,28.96
204,348,9.14
203,351,12.19
202,354,24.38
202,356,18.29
206,25,9.3
205,63,4.57
204,94,5.79
205,99,30.48
206,101,19.51
206,101,15.85
203,131,49.38
203,136,5.49
205,163,9.14
205,212,9.14
205,224,34.74
207,223,19.81
204,230,6.92
204,232,19.57
203,265,17.44
207,275,5.73
206,279,2.66
205,281,20.73
203,291,2.74
203,299,4.27
206,302,15.24
203,307,11.25
205,307,7.01
207,303,11.89
206,314,11.18
207,312,7.46
206,317,15.24
207,316,28.96
206,317,15.85
203,321,5.79
207,325,9.61
206,321,3.66
206,339,4.88
207,343,10.97
203,346,4.88
203,347,6.1
205,360,4.57
204,362,12.5
204,23,4.46
204,24,11.98
204,27,12.19
205,93,11.89
205,91,6.1
205,91,6.1
206,101,17.68
206,101,12.19
205,109,4.57
204,136,4.57
206,207,5.49
208,223,19.81
205,224,24.38
207,223,11.18
206,276,2.44
207,283,7.32
206,286,1.52
205,290,7.01
205,293,7.62
206,294,5.79
208,293,6.05
206,300,6.1
207,300,8.23
207,301,11.58
205,306,19.81
205,318,11.28
208,325,3.05
208,329,13.72
208,341,18.59
204,348,9.14
208,348,6.71
204,369,0.91
205,371,18.29
209,25,11.33
205,67,38.71
205,89,24.38
206,84,7.62
209,92,8.23
206,101,15.24
206,101,13.72
205,104,3.96
205,109,4.88
209,118,9.14
205,163,5.81
207,197,10.67
206,198,18.29
206,207,19.2
206,216,18.9
206,230,2.13
209,230,9.75
206,257,4.57
206,258,13.41
208,261,4.51
209,273,10.63
205,282,6.1
206,294,5.12
206,296,19.81
206,295,4.57
208,305,6.1
209,304,21.95
209,304,22.49
207,314,22.74
208,317,15.24
207,322,5.09
206,321,4.57
209,327,8.6
209,334,5.28
208,345,4.27
206,347,18.29
205,360,4.27
205,371,6.71
205,371,1.22
209,23,3.35
207,26,6.71
208,82,13.41
206,100,2.74
210,103,2.44
209,130,18.29
210,151,15.24
208,204,74.68
210,222,10.67
209,299,9.75
207,305,9.91
208,301,14.1
210,310,0.91
210,321,6.71
208,322,1.34
209,335,12.66
208,345,6.9
208,348,8.53
206,350,21.03
210,372,18.19
210,372,9.14
210,372,2.74
209,20,5.03
211,67,7.62
210,84,27.43
210,108,3.05
210,123,18.29
211,130,2.74
207,137,36.58
211,152,4.57
209,157,13.11
208,223,18.29
211,221,1.52
211,258,23.65
207,285,1.22
210,285,10.67
211,291,3.96
208,299,12.5
207,300,6.4
211,303,9.85
211,312,17.07
210,311,9.13
208,310,7.01
210,320,6.4
210,320,5.18
207,322,4.57
209,320,0.95
207,325,9.14
208,334,8.92
207,334,28.28
207,343,15.85
211,347,8.53
211,347,10.22
208,364,15.72
208,364,16.15
211,372,3.05
209,80,7.62
209,80,6.1
209,80,7.62
210,113,3.05
210,113,7.62
210,113,3.05
210,151,10.67
211,193,13.72
211,193,12.19
210,209,6.1
211,210,2.13
208,227,6.1
212,231,20.56
211,258,22.71
210,273,16.79
208,285,0.61
212,292,2.44
212,299,6.96
210,304,16.15
210,312,17.43
212,311,14.89
211,311,11.59
212,311,13.41
208,313,6.86
212,313,26.21
208,318,25.91
208,326,6.36
209,335,14.02
209,341,7.01
208,342,4.57
209,363,8.23
209,363,4.88
210,30,3.66
212,68,6.1
210,141,4.57
210,151,19.81
209,168,6.71
212,200,9.75
210,208,18.29
213,214,10.67
212,221,6.71
209,222,4.27
212,231,16.76
211,228,3.05
210,254,4.26
211,257,15.93
211,257,17.4
211,284,4.67
213,289,3.66
213,289,4.88
209,291,22.86
209,292,9.14
213,298,4.38
210,304,15.85
210,311,9.66
212,310,8.05
210,312,17.37
210,339,24.99
213,344,8.2
211,346,14.6
211,347,10.67
212,352,2.13
212,358,6.71
212,358,3.05
209,363,2.44
214,81,9.45
210,113,4.88
213,112,2.44
210,118,16.08
212,140,54.86
210,191,9.14
211,190,45.72
212,210,8.53
213,214,7.62
211,221,1.48
211,230,9.14
211,231,48.77
214,245,1.89
212,253,15.85
211,257,12.0
211,269,15.24
214,283,14.43
213,290,2.44
213,289,3.35
210,290,14.02
210,292,4.84
214,286,18.9
213,297,2.36
210,300,9.14
211,311,11.1
214,308,10.36
210,320,5.67
213,320,3.26
210,323,5.68
210,329,6.45
211,331,8.36
211,333,11.31
211,346,14.63
212,375,20.42
211,371,15.54
215,38,10.06
213,45,3.35
213,45,2.76
212,50,15.24
212,83,4.57
214,81,9.14
213,112,3.66
214,118,6.4
213,124,12.19
211,139,9.14
211,139,15.24
211,143,33.28
212,151,6.1
215,175,45.72
211,194,2.1
215,211,35.97
212,221,9.14
211,254,0.54
212,253,17.24
211,257,11.69
213,281,18.29
214,286,15.85
211,288,9.14
215,304,3.7
213,312,22.25
212,322,8.53
215,328,8.59
211,331,7.96
214,333,9.0
214,337,15.4
215,341,4.88
212,342,18.3
213,357,23.82
213,45,2.53
214,43,10.94
214,81,12.19
214,118,8.23
212,137,7.62
216,153,0.91
212,188,24.38
212,193,4.88
216,204,17.07
213,214,6.1
214,217,9.14
212,219,4.88
212,222,1.69
214,246,6.71
212,253,4.88
215,266,18.99
214,283,10.41
213,286,27.43
216,290,1.29
216,288,5.79
213,289,4.57
216,295,7.62
216,303,7.01
215,302,11.41
215,309,19.28
216,304,5.85
212,311,11.39
213,317,17.45
216,322,9.85
212,342,15.54
214,343,10.06
214,343,13.72
212,347,1.83
212,347,3.05
215,372,12.12
215,42,5.79
215,42,4.15
215,42,7.01
214,74,3.05
217,119,12.39
214,131,9.14
215,134,38.1
217,140,16.76
216,143,27.43
213,148,35.97
217,155,4.57
216,205,3.05
214,217,5.49
215,251,39.62
214,252,13.37
215,287,2.44
217,288,11.58
216,288,6.1
216,287,9.14
217,293,2.24
216,296,14.63
214,306,4.94
216,305,8.16
216,348,13.11
217,348,18.12
214,374,5.79
215,376,6.4
214,74,7.62
215,133,21.34
218,166,6.1
215,184,9.14
214,197,12.19
214,217,9.14
218,219,13.72
215,232,15.24
215,236,11.58
214,252,14.37
214,252,9.14
216,266,1.52
217,278,7.62
216,288,7.32
215,288,3.05
216,288,5.49
215,305,2.44
216,299,25.91
214,302,15.54
218,302,5.18
216,316,5.99
217,319,2.8
214,328,12.02
217,332,3.25
217,363,11.89
216,372,13.72
217,44,11.28
216,65,14.02
219,75,7.62
219,128,24.98
217,142,6.1
219,174,13.11
216,180,24.92
216,183,33.22
216,204,6.1
216,238,4.57
215,274,6.52
219,276,16.76
215,282,3.05
215,286,15.85
216,295,7.01
215,297,8.29
216,295,6.71
217,301,4.88
218,298,21.34
218,309,20.54
215,319,6.61
217,326,7.02
217,332,4.26
216,339,6.1
216,360,10.17
218,361,9.14
215,372,12.19
215,376,4.57
220,25,0.91
216,42,0.91
219,47,3.05
216,53,3.35
217,65,4.57
217,68,8.84
220,130,18.29
220,137,25.36
216,148,39.62
216,154,30.48
220,165,25.91
216,185,3.05
217,186,1.52
217,193,24.38
219,222,8.23
219,244,3.05
219,260,10.67
219,273,4.61
216,278,19.86
220,287,3.66
219,287,6.71
216,294,6.71
216,295,8.84
219,301,7.16
217,302,6.1
220,306,16.61
218,308,19.54
220,320,6.95
218,328,2.9
217,325,11.16
216,330,0.79
220,331,4.43
219,337,14.36
218,338,7.28
220,341,14.72
217,361,4.57
220,359,18.9
220,367,3.35
218,51,1.83
217,68,9.14
220,119,9.14
219,119,2.13
219,139,4.57
219,139,9.14
217,146,24.38
217,158,24.99
221,179,38.1
217,184,42.67
221,195,45.72
219,211,3.05
219,217,7.62
218,228,24.38
218,268,9.14
220,277,6.1
220,286,9.75
219,287,5.49
220,287,4.27
221,293,3.96
221,293,4.88
219,301,7.62
218,299,5.85
219,308,15.54
221,301,2.13
221,304,14.22
219,302,5.12
217,306,14.02
221,309,9.11
221,315,3.05
221,323,9.27
217,332,3.75
220,348,18.9
218,359,17.37
219,359,4.57
221,368,10.36
222,42,60.96
220,118,19.81
221,125,3.66
218,149,16.18
222,196,5.79
222,204,1.83
222,204,6.1
222,209,6.1
219,217,4.57
218,217,19.81
222,222,14.63
222,222,12.19
221,229,9.14
220,251,4.57
220,275,14.45
220,287,3.05
222,285,6.4
219,288,2.21
221,292,9.75
222,294,15.3
222,299,2.74
222,304,18.29
218,304,12.44
218,317,3.36
219,332,12.26
221,337,11.58
221,339,10.82
221,339,9.88
218,359,15.54
219,361,12.15
218,369,16.15
222,16,4.88
219,47,6.1
222,56,3.05
219,66,4.57
219,66,3.05
223,127,15.24
223,127,9.43
222,141,50.29
220,138,35.05
219,143,24.38
221,178,30.48
223,182,17.8
223,182,12.19
223,192,45.72
223,195,15.24
223,195,18.29
221,229,10.67
219,237,6.1
220,251,23.16
220,251,30.45
220,251,4.57
219,274,11.58
223,284,18.29
222,284,16.46
221,291,7.62
223,294,18.29
221,294,24.38
222,300,6.1
223,295,17.32
222,305,21.34
221,303,9.14
221,309,9.36
222,314,4.57
223,320,14.45
221,324,7.21
220,332,15.33
223,334,11.2
223,328,2.82
222,338,2.11
219,337,13.53
221,339,10.73
223,364,7.32
222,145,29.35
224,180,13.72
224,208,3.05
224,258,22.81
224,292,15.85
220,293,2.44
222,300,5.18
224,299,11.28
224,302,7.92
221,306,16.37
223,308,15.61
221,309,8.53
220,317,6.1
222,322,9.3
221,321,11.55
220,325,5.91
220,328,8.41
221,338,14.17
223,339,5.14
224,338,5.79
220,340,16.33
223,360,17.68
224,363,4.57
224,377,11.28
223,98,12.5
221,96,9.14
225,104,16.15
225,141,13.72
221,144,35.05
223,179,57.91
225,195,12.19
225,195,15.24
223,203,1.22
222,222,12.19
223,225,12.19
221,229,10.67
221,229,12.19
225,227,1.52
225,250,1.52
223,286,7.92
222,287,3.96
221,286,2.44
225,293,9.75
224,291,1.83
224,301,2.13
222,303,12.19
221,304,13.87
222,310,3.96
221,308,13.11
221,315,2.13
221,319,16.86
221,320,12.69
221,323,9.33
221,328,10.06
221,329,6.55
221,329,6.64
225,335,15.03
224,337,2.31
224,338,6.57
221,339,10.8
224,361,14.63
223,360,15.24
223,364,9.14
221,368,7.62
222,366,21.03
225,92,9.14
225,96,6.1
224,200,3.05
226,207,12.19
225,217,10.85
225,217,9.14
222,221,8.53
223,225,12.19
223,230,6.1
223,230,6.4
224,242,8.1
226,248,14.74
226,272,2.44
223,287,10.97
222,290,10.67
225,295,18.59
225,293,8.23
222,296,7.32
222,300,6.1
226,312,5.49
223,315,5.88
222,320,14.94
222,324,10.02
222,321,13.31
222,324,11.31
222,328,12.92
222,328,7.05
222,328,5.79
223,328,8.98
224,353,20.28
225,351,10.06
226,361,8.84
223,364,9.75
225,92,6.71
225,97,8.53
224,99,32.31
226,104,4.57
226,149,4.57
224,153,15.24
227,165,15.24
225,200,0.61
227,206,9.14
225,217,6.71
224,217,15.24
224,218,6.1
227,226,6.1
223,259,6.5
227,286,3.05
225,292,3.66
223,293,22.86
225,296,3.35
227,295,2.47
225,300,25.6
223,304,21.2
225,313,3.63
226,315,5.84
227,322,11.77
227,322,11.16
225,322,7.99
226,319,17.19
227,328,6.65
227,328,12.94
227,328,6.25
223,334,10.67
226,361,9.45
223,364,10.06
224,372,14.22
224,380,6.4
228,120,4.22
225,131,15.24
224,134,45.72
224,150,43.89
226,148,57.91
225,156,22.86
228,162,15.85
228,158,3.05
224,175,36.58
226,180,4.63
226,180,9.14
227,216,9.14
224,218,4.57
224,218,6.1
226,228,9.14
226,228,12.19
226,275,4.57
227,285,6.1
228,287,4.27
228,290,6.1
228,294,7.01
226,295,4.57
227,302,5.36
226,313,6.1
226,319,12.47
226,322,8.46
226,322,8.44
228,330,9.94
225,334,2.47
228,333,13.26
226,339,12.31
225,344,12.76
224,360,13.41
228,365,6.71
227,367,14.02
228,28,10.67
228,182,6.1
225,195,11.58
228,198,7.62
226,207,26.69
226,216,10.67
225,217,10.67
228,225,15.24
228,246,14.63
229,263,35.97
229,265,1.95
225,271,6.1
228,287,4.27
227,284,10.97
225,288,18.29
226,290,5.49
228,293,27.13
227,295,2.44
226,294,1.52
228,294,7.01
228,301,6.4
227,304,19.81
227,303,8.53
227,314,15.85
225,320,8.72
229,319,1.74
229,322,8.05
227,329,3.92
225,334,3.58
228,332,5.11
228,333,21.28
228,335,9.91
228,363,9.75
226,372,9.75
230,16,11.89
230,30,1.22
228,28,10.06
229,41,6.1
230,61,1.52
230,82,6.1
226,95,15.24
229,122,9.14
227,131,36.58
230,139,9.14
230,140,1.52
228,166,24.69
226,180,12.19
228,198,6.71
228,198,4.88
228,205,1.83
226,216,12.19
226,216,10.67
229,225,7.62
228,226,2.26
227,283,8.84
228,294,6.4
229,312,3.66
227,314,17.5
226,315,6.04
228,319,21.88
228,325,10.44
228,330,11.75
228,328,8.85
230,341,9.27
229,352,7.01
228,363,4.88
228,365,4.27
230,372,13.08
228,379,7.92
230,29,3.96
231,72,0.91
228,198,3.05
228,198,2.74
227,215,6.1
230,221,9.14
230,221,3.66
229,225,7.62
228,225,13.11
229,247,5.49
227,255,20.73
228,285,3.35
230,289,15.24
227,290,10.06
229,295,4.57
231,294,6.1
228,299,9.14
228,300,2.36
228,303,13.41
230,312,6.1
227,315,3.14
227,315,3.75
227,314,23.04
230,321,14.72
227,323,13.08
227,330,2.73
229,331,9.63
229,332,6.03
228,336,7.24
228,335,9.14
227,367,16.15
228,366,6.4
227,379,16.76
230,29,4.88
230,34,5.18
232,88,10.67
230,87,7.62
232,117,6.1
231,135,15.09
231,142,1.46
231,149,12.19
231,147,28.96
230,163,6.49
228,172,6.19
231,186,53.34
231,181,3.96
230,184,20.42
229,225,7.62
232,231,1.83
230,247,10.97
229,265,1.52
232,265,4.41
231,273,10.67
230,289,14.02
230,289,13.41
228,294,7.32
228,311,1.83
230,321,14.0
228,321,6.25
228,321,6.64
228,322,9.64
229,325,4.08
228,325,9.84
229,328,4.89
228,330,18.68
228,332,5.15
229,332,6.61
228,334,16.76
229,333,17.04
229,335,27.1
228,346,4.34
229,346,10.33
228,364,13.41
232,11,0.91
231,16,1.33
231,30,7.01
229,33,18.59
230,39,12.19
233,54,3.05
232,83,4.57
231,135,10.67
231,135,21.34
233,154,15.24
233,167,15.24
233,164,21.34
229,172,8.23
229,172,3.05
229,174,24.38
231,188,18.9
229,190,4.88
233,194,9.14
233,197,0.0
233,215,6.1
229,225,9.14
230,224,60.66
229,229,1.22
232,242,14.02
229,247,7.01
229,256,8.35
229,257,20.1
233,273,13.8
231,283,6.1
232,289,11.28
232,287,7.62
232,289,9.75
232,287,8.23
231,293,13.72
231,293,12.8
229,295,4.57
233,296,7.73
229,302,41.15
232,296,3.66
232,307,3.77
232,307,3.35
232,307,6.1
231,307,15.24
232,322,3.11
229,331,13.9
229,331,8.3
229,333,12.41
229,342,11.8
230,344,16.94
231,353,9.88
231,353,9.75
233,364,3.05
231,377,6.1
231,34,6.1
230,39,9.75
230,53,15.24
233,54,1.83
232,58,14.02
232,59,5.49
230,78,8.84
230,117,2.44
232,123,19.83
230,157,33.53
232,154,6.1
230,157,19.81
232,166,2.44
230,172,36.58
230,174,10.41
232,175,83.82
231,202,2.13
230,205,12.19
231,244,11.19
233,279,18.9
232,289,10.67
232,289,12.19
231,295,5.49
234,295,26.82
230,300,50.64
232,295,5.23
231,298,1.17
234,307,4.27
234,327,8.54
234,327,11.83
234,327,11.82
234,327,17.2
234,327,9.58
234,327,5.9
234,333,13.54
234,333,15.59
234,332,2.56
233,341,16.71
232,341,12.45
231,350,9.4
232,364,16.15
234,364,1.52
232,380,2.44
234,16,0.46
231,17,15.24
235,20,18.9
235,23,8.53
233,25,3.05
232,28,9.14
234,42,17.07
234,42,18.29
232,44,3.05
235,45,33.53
235,44,9.14
235,50,3.05
233,65,7.62
233,124,32.0
235,149,73.15
233,152,32.23
235,151,18.29
233,164,22.86
232,166,4.38
231,172,42.67
231,172,9.14
232,179,27.43
232,179,23.1
232,177,54.86
231,188,10.97
235,212,9.14
235,244,19.65
231,244,8.48
231,244,9.72
231,253,12.92
235,254,4.57
235,276,7.92
233,279,18.9
231,283,6.1
235,282,18.59
235,284,4.57
235,288,9.75
232,294,16.76
234,295,46.33
233,298,23.16
234,307,11.58
234,307,3.05
235,310,12.45
235,327,6.42
235,326,44.86
235,327,5.99
235,327,7.46
235,331,7.93
235,331,3.62
233,341,16.81
234,345,2.11
232,355,17.59
235,367,13.11
235,22,6.4
232,20,0.61
235,22,5.18
232,28,10.67
232,46,3.66
232,46,4.27
235,44,9.75
235,50,4.57
236,63,6.4
233,71,2.44
236,73,9.14
236,145,33.53
234,147,30.48
234,146,9.14
235,153,3.05
233,154,18.29
235,161,24.38
233,164,17.76
234,166,36.58
233,166,9.14
234,166,36.58
232,179,21.34
235,184,12.34
235,276,8.53
233,283,1.52
236,288,7.62
234,294,13.72
235,296,4.27
233,296,7.62
235,297,0.0
233,310,20.14
234,333,9.54
233,338,10.76
234,339,14.52
236,344,3.88
233,343,6.97
233,364,2.44
235,364,0.91
233,373,9.45
236,43,2.44
236,73,10.67
236,68,7.62
233,80,6.1
233,120,6.1
237,116,50.11
236,123,13.72
236,134,7.0
234,146,15.24
237,149,21.34
233,154,22.25
236,150,27.43
235,161,24.38
233,164,21.34
234,169,53.34
233,166,2.12
233,166,9.14
233,174,68.58
235,198,15.24
234,278,3.05
236,287,10.88
235,284,4.57
234,285,13.11
236,292,7.62
235,294,6.1
233,294,10.97
237,317,18.29
237,316,7.45
234,320,23.2
237,327,8.1
236,329,6.31
235,337,3.34
237,346,25.29
234,367,9.45
234,366,17.68
237,373,10.67
237,17,1.83
237,17,1.22
236,74,4.57
237,75,9.14
236,74,6.4
235,122,7.62
237,149,13.72
234,167,6.1
234,167,28.96
235,168,38.1
238,177,3.17
238,235,3.96
237,245,7.62
234,264,2.08
235,271,1.22
237,280,1.52
237,278,5.79
234,283,12.5
235,285,11.58
237,288,7.62
234,296,6.9
238,307,4.72
234,305,16.46
237,318,16.11
236,318,6.4
235,320,3.66
236,319,12.28
236,335,4.39
235,335,1.54
234,343,13.3
238,345,16.73
236,371,18.29
238,381,10.06
236,37,6.1
238,41,24.38
236,43,2.44
237,40,6.1
236,63,7.62
236,74,5.18
238,79,9.14
237,119,12.19
235,122,5.49
238,149,19.81
238,161,31.58
235,168,15.24
235,168,5.18
239,179,2.33
235,193,9.14
239,212,12.19
239,217,9.14
239,251,10.86
238,279,11.58
238,284,13.11
237,288,7.62
237,292,5.18
237,292,5.18
236,292,8.84
235,296,3.66
239,295,9.14
237,306,11.46
239,304,32.92
238,309,8.51
235,308,14.63
236,309,15.85
237,331,12.5
237,328,14.94
237,331,9.24
236,336,6.25
236,338,7.39
235,346,12.32
239,362,10.97
236,365,23.16
235,366,13.72
238,375,7.62
237,381,3.96
236,11,3.05
236,123,15.24
236,129,24.38
236,130,17.68
236,134,4.57
239,157,9.14
240,160,10.67
240,172,39.62
236,194,0.3
238,215,6.1
237,247,4.28
237,265,23.06
237,268,16.46
238,279,9.14
239,278,22.86
239,281,3.66
236,280,0.61
236,282,11.28
239,289,5.49
239,287,13.72
240,290,10.97
237,292,6.4
240,298,17.07
240,301,23.16
239,310,3.14
238,307,0.63
240,308,9.39
240,310,17.43
237,317,20.45
237,328,15.24
236,330,5.68
238,327,7.39
240,338,11.4
240,344,11.34
240,345,16.03
240,345,18.5
238,381,10.67
237,33,15.24
239,36,10.36
239,36,11.58
240,59,3.66
237,60,1.83
239,85,3.66
241,120,12.19
238,133,21.34
237,142,63.19
238,151,56.39
239,157,10.67
240,160,18.29
237,164,38.1
240,173,22.86
241,175,0.0
241,233,9.14
240,233,3.05
240,263,27.43
238,275,8.53
240,275,22.86
240,275,23.16
238,275,10.67
237,281,4.27
240,284,13.72
241,288,3.96
239,287,13.41
241,290,6.1
241,295,19.81
241,296,15.24
240,298,13.72
238,307,4.27
237,306,11.89
238,317,10.87
238,317,10.67
237,318,11.51
238,329,4.24
239,328,3.94
237,331,9.82
241,338,7.89
241,346,16.08
240,363,14.23
240,358,5.18
241,364,15.24
238,85,3.05
238,131,30.69
238,132,20.76
238,139,30.48
238,149,19.34
239,159,24.38
238,155,48.77
239,157,15.24
240,160,1.83
240,172,45.72
240,234,12.19
242,273,2.44
238,275,10.97
239,274,16.76
238,276,0.61
238,284,11.58
238,284,12.19
240,288,3.05
241,296,18.29
242,295,11.58
240,298,13.72
241,303,33.83
242,309,24.69
240,308,10.06
238,308,4.57
240,315,13.28
240,323,3.19
239,326,9.02
238,335,4.65
238,335,3.35
241,336,9.09
239,345,24.18
239,362,11.58
241,12,12.5
239,85,0.0
242,125,18.29
241,151,24.38
239,161,37.12
240,160,12.19
240,160,3.05
241,162,44.2
241,161,30.48
242,215,18.29
240,234,10.67
242,262,8.84
243,280,7.01
243,284,16.46
240,280,0.61
241,288,4.65
243,295,5.49
243,300,6.1
243,294,12.19
239,300,4.57
241,309,11.89
240,307,11.37
243,310,5.49
243,310,1.83
243,308,13.72
243,311,5.49
240,316,3.05
241,313,9.68
241,314,8.05
242,323,14.11
242,324,14.91
240,324,8.38
241,327,3.75
242,331,6.99
241,337,16.67
242,341,5.31
242,345,10.69
242,356,8.14
241,369,6.61
242,373,22.56
240,32,5.79
242,74,12.19
244,93,1.22
240,122,48.77
242,163,58.52
243,178,2.44
244,215,15.24
244,225,7.62
244,238,12.19
240,243,6.1
243,251,19.2
243,273,3.05
241,284,9.75
241,282,1.52
241,288,4.27
242,289,13.72
243,290,15.24
240,290,7.92
243,299,1.83
240,301,22.56
243,299,2.74
243,301,9.14
243,309,6.1
243,307,30.17
240,313,24.25
241,313,9.14
243,316,1.22
241,314,7.49
243,338,9.67
243,338,9.66
243,346,13.48
244,346,15.76
243,366,12.5
241,375,6.1
242,49,4.57
241,85,1.22
245,100,6.1
242,152,11.13
244,160,67.36
242,216,10.67
243,218,19.81
244,238,17.3
245,282,12.5
244,290,11.58
241,296,19.2
243,299,1.83
242,301,12.8
245,297,2.13
242,301,14.86
244,309,12.19
242,312,2.44
245,313,3.05
242,322,8.33
242,331,8.11
242,331,9.14
241,338,8.55
242,346,20.06
243,339,4.55
241,344,6.04
241,375,3.47
246,73,3.05
246,73,4.57
243,77,2.44
244,77,3.96
243,85,0.61
246,97,1.22
243,98,15.24
246,100,4.57
244,107,3.05
245,145,14.81
242,152,18.29
242,152,9.14
242,152,21.34
246,155,3.05
246,163,1.52
246,163,7.32
244,216,6.1
244,225,12.19
243,265,2.44
243,265,2.13
243,271,16.76
242,271,14.63
246,272,15.85
243,280,6.1
246,283,6.71
242,286,20.42
242,295,9.14
246,296,6.4
246,302,70.1
246,317,2.54
242,324,15.87
245,327,11.84
242,327,3.34
245,329,6.25
242,331,13.05
246,335,0.67
243,338,9.86
245,338,18.35
242,359,20.79
242,372,7.62
245,38,6.71
245,44,6.1
244,71,13.72
244,71,21.34
243,72,24.38
247,77,12.19
243,85,18.29
243,153,7.62
243,154,13.72
247,164,2.44
247,225,9.14
244,225,22.56
246,245,6.1
246,243,21.34
245,244,32.37
246,262,6.1
244,274,10.36
246,272,15.24
243,275,8.53
247,274,12.19
245,281,7.01
246,287,8.84
243,291,4.57
246,291,10.67
246,296,6.71
246,294,11.58
245,299,22.25
245,297,3.05
245,299,24.38
247,311,5.18
247,312,2.73
247,312,2.12
243,309,6.71
244,312,17.68
245,315,4.18
245,316,14.67
245,321,11.04
243,324,24.02
247,328,8.46
247,328,8.89
246,330,3.46
245,330,4.5
244,339,25.54
243,341,15.29
246,354,20.92
246,357,35.3
243,383,6.1
246,33,6.1
246,71,3.66
244,107,0.61
244,144,22.01
245,145,13.72
246,145,18.29
246,163,24.38
244,238,10.35
247,247,12.34
247,262,7.62
246,262,6.1
246,262,6.4
247,274,11.89
245,271,23.77
245,275,1.52
248,276,10.36
246,283,3.05
246,287,11.58
247,284,14.02
244,290,22.86
246,294,9.75
246,295,28.04
246,295,24.99
248,301,21.34
248,301,21.34
246,299,16.15
244,299,7.01
247,300,9.14
247,309,7.32
247,311,5.05
246,312,11.28
246,310,19.2
247,325,14.94
247,328,8.07
246,327,10.47
247,328,8.71
248,336,19.69
244,344,8.23
244,346,10.92
247,354,15.43
245,74,0.3
245,77,15.24
248,78,2.44
249,101,3.66
247,155,45.72
245,181,3.05
249,242,15.24
246,259,6.1
247,262,14.53
249,268,7.32
245,276,3.35
245,280,10.67
246,283,5.18
246,283,4.88
246,282,18.9
246,287,6.4
246,287,12.8
246,291,11.28
249,289,4.27
246,295,18.29
248,301,19.81
248,301,18.29
249,307,25.91
249,311,4.19
247,310,1.22
248,320,4.34
245,326,2.99
247,327,19.43
247,336,15.42
247,336,10.97
247,367,2.28
246,100,2.44
249,157,1.83
249,188,27.74
250,236,9.14
246,236,6.4
247,243,26.89
250,245,19.2
250,245,18.07
250,261,18.29
250,260,6.1
250,263,3.66
246,268,1.83
246,273,5.79
246,276,2.74
246,278,19.81
247,281,9.45
250,287,18.9
250,288,15.54
246,294,11.89
246,296,8.53
246,296,6.71
249,311,3.05
248,309,15.85
249,313,7.33
250,310,6.63
250,315,9.82
247,320,8.0
250,319,5.61
247,329,14.05
249,327,18.25
250,346,19.27
246,359,9.06
246,360,3.07
247,367,2.8
250,371,13.11
246,380,12.19
248,66,22.86
250,72,16.15
248,78,3.66
249,186,4.57
251,189,6.1
247,217,15.52
250,236,14.12
250,234,23.94
250,241,2.44
249,256,3.05
250,255,10.67
251,264,12.19
251,273,0.61
248,275,3.96
247,283,3.35
251,290,12.19
247,294,3.96
247,295,12.5
247,300,14.63
247,300,12.8
249,300,7.62
248,309,13.72
249,319,12.59
248,321,13.72
248,319,2.29
247,323,17.44
248,328,11.76
247,329,14.36
250,327,12.85
250,328,6.86
250,371,12.19
251,12,0.3
250,62,1.83
250,64,18.29
250,73,1.83
250,73,1.83
248,99,0.91
249,186,16.76
249,186,21.34
249,186,16.95
252,238,28.96
252,243,21.1
249,246,11.09
249,264,1.52
251,267,12.19
251,267,12.19
248,271,4.57
252,275,13.11
251,279,9.14
251,284,7.01
251,284,13.08
250,287,18.9
252,291,13.72
252,294,13.72
252,294,10.67
251,306,9.75
251,313,18.29
250,310,6.32
251,313,17.04
249,319,10.19
252,319,11.82
249,328,10.49
251,334,18.14
251,334,19.72
252,332,5.97
248,336,16.93
249,335,8.73
252,332,6.45
251,345,15.36
248,368,2.74
252,369,1.83
252,369,2.44
248,374,13.41
253,22,5.49
250,65,4.27
253,88,39.01
249,86,3.05
252,99,5.49
253,180,7.62
